Metric,conversation_id,CoT,PD,SR,MoRE
F1_Pos_Cons,Average,0.36018799954970165,0.3626623888326016,0.36189012720927605,0.3601091973432399
F1_Pos_Cons,Std,0.40199408528690933,0.4034208930020504,0.40291147843871644,0.40191822032725827
Acc_None_Cons,1,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571
Acc_None_Cons,10,0.876923076923077,0.7846153846153847,0.8,0.9384615384615385
Acc_None_Cons,11,0.9736842105263157,0.9736842105263157,0.9736842105263157,0.9736842105263157
Acc_None_Cons,12,1.0,1.0,1.0,1.0
Acc_None_Cons,13,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666
Acc_None_Cons,14,0.55,0.55,0.55,0.55
Acc_None_Cons,15,1.0,1.0,1.0,1.0
Acc_None_Cons,16,1.0,1.0,1.0,1.0
Acc_None_Cons,17,1.0,1.0,1.0,1.0
Acc_None_Cons,18,0.7,0.7636363636363637,0.7,0.6909090909090909
Acc_None_Cons,19,0.7875,0.8625,0.75,0.7875
Acc_None_Cons,20,0.853658536585366,0.853658536585366,0.853658536585366,0.853658536585366
Acc_None_Cons,21,0.9859154929577464,0.9859154929577464,0.9859154929577464,0.9859154929577464
Acc_None_Cons,22,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778
Acc_None_Cons,23,1.0,1.0,1.0,1.0
Acc_None_Cons,24,0.8148148148148147,0.8148148148148147,0.8148148148148147,0.8148148148148147
Acc_None_Cons,25,1.0,1.0,1.0,1.0
Acc_None_Cons,26,0.7142857142857143,0.7142857142857143,0.7714285714285715,0.7142857142857143
Acc_None_Cons,28,1.0,1.0,1.0,1.0
Acc_None_Cons,29,0.875,0.875,0.875,0.875
Acc_None_Cons,3,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778
Acc_None_Cons,31,0.9642857142857142,0.9642857142857142,0.9642857142857142,0.9642857142857142
Acc_None_Cons,32,1.0,1.0,1.0,1.0
Acc_None_Cons,33,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333
Acc_None_Cons,34,1.0,1.0,1.0,1.0
Acc_None_Cons,35,1.0,1.0,1.0,1.0
Acc_None_Cons,36,1.0,1.0,1.0,1.0
Acc_None_Cons,37,0.9375,0.9375,0.9375,0.9375
Acc_None_Cons,39,0.5913043478260869,0.6,0.5652173913043478,0.5217391304347826
Acc_None_Cons,4,0.9772727272727273,0.9772727272727273,0.9772727272727273,0.9772727272727273
Acc_None_Cons,41,1.0,1.0,1.0,1.0
Acc_None_Cons,42,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
Acc_None_Cons,44,1.0,1.0,1.0,1.0
Acc_None_Cons,46,1.0,1.0,1.0,1.0
Acc_None_Cons,48,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9523809523809523
Acc_None_Cons,49,0.75,0.75,0.75,0.75
Acc_None_Cons,5,1.0,1.0,1.0,1.0
Acc_None_Cons,55,1.0,1.0,1.0,1.0
Acc_None_Cons,57,0.9333333333333332,1.0,0.9111111111111111,1.0
Acc_None_Cons,6,1.0,1.0,1.0,1.0
Acc_None_Cons,67,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
Acc_None_Cons,7,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315
Acc_None_Cons,77,0.8588235294117647,0.9411764705882353,0.9294117647058823,0.8705882352941176
Acc_None_Cons,8,1.0,1.0,1.0,1.0
Acc_None_Cons,9,0.9666666666666666,0.9666666666666666,0.9666666666666666,0.9666666666666666
Acc_None_Cons,93,0.9800000000000001,1.0,1.0,1.0
Acc_None_Cons,94,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889
Acc_None_Cons,Average,0.8990088500217301,0.9037757421780221,0.8986896763359843,0.9007389289069487
Acc_None_Cons,Std,0.13444114975794588,0.13336135652594283,0.13603941475295614,0.13952998961662114
