Metric,conversation_id,CoT,PD,SR,MoRE
Acc_None_Int,55,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9285714285714286
Acc_None_Int,57,0.9151515151515153,0.8424242424242424,0.9393939393939394,0.9090909090909092
Acc_None_Int,6,1.0,1.0,1.0,1.0
Acc_None_Int,67,0.0,0.0,0.0,0.0
Acc_None_Int,7,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923
Acc_None_Int,77,0.6153846153846154,0.7384615384615385,0.676923076923077,0.6461538461538462
Acc_None_Int,8,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461
Acc_None_Int,9,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.9130434782608695
Acc_None_Int,93,0.768888888888889,0.8533333333333333,0.8800000000000001,0.768888888888889
Acc_None_Int,94,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889
Acc_None_Int,Average,0.7396701711599672,0.7378348015534082,0.744205389378991,0.7356332388251625
Acc_None_Int,Std,0.28210083351214676,0.28404153862904774,0.28630423813469036,0.28519658951838933
