Metric,conversation_id,CoT,PD,SR,MoRE
Acc_None_Int,3,0.2,0.2,0.24000000000000005,0.2
Acc_None_Int,31,0.38181818181818183,0.42727272727272725,0.4,0.4636363636363637
Acc_None_Int,32,0.16666666666666666,0.1,0.25,0.1
Acc_None_Int,33,0.7219512195121951,0.7219512195121951,0.7365853658536585,0.7268292682926829
Acc_None_Int,34,0.7538461538461538,0.7846153846153847,0.7615384615384615,0.7384615384615385
Acc_None_Int,35,0.6,0.64,0.5599999999999999,0.5599999999999999
Acc_None_Int,36,0.5241379310344827,0.8344827586206897,0.7310344827586206,0.6344827586206897
Acc_None_Int,37,0.3875,0.3375,0.5,0.5625
Acc_None_Int,39,0.55,0.5900000000000001,0.62,0.54
Acc_None_Int,4,0.6714285714285715,0.48571428571428565,0.7357142857142858,0.85
Acc_None_Int,41,0.5,0.54,0.45999999999999996,0.5
Acc_None_Int,42,0.2571428571428571,0.34285714285714286,0.3142857142857143,0.37142857142857144
Acc_None_Int,44,0.6476190476190476,0.8380952380952381,0.819047619047619,0.7428571428571429
Acc_None_Int,46,0.5166666666666667,0.4833333333333333,0.5666666666666667,0.55
Acc_None_Int,48,0.4153846153846154,0.6,0.5230769230769231,0.5076923076923077
Acc_None_Int,49,0.08,0.28,0.16,0.36
Acc_None_Int,5,0.65,0.625,0.55,0.7
Acc_None_Int,55,0.6285714285714287,0.5571428571428572,0.6,0.5857142857142856
Acc_None_Int,57,0.296969696969697,0.3757575757575758,0.27272727272727276,0.34545454545454546
Acc_None_Int,6,0.7428571428571429,0.6571428571428571,0.3857142857142857,0.7571428571428571
Acc_None_Int,67,0.25,0.3,0.2,0.2
Acc_None_Int,7,0.7294117647058823,0.7764705882352941,0.788235294117647,0.788235294117647
Acc_None_Int,77,0.35384615384615387,0.3230769230769231,0.2923076923076923,0.3384615384615385
Acc_None_Int,8,0.4769230769230769,0.6153846153846154,0.5230769230769231,0.5846153846153846
Acc_None_Int,9,0.7185185185185186,0.7407407407407407,0.7037037037037037,0.6962962962962963
Acc_None_Int,93,0.7422222222222221,0.7466666666666667,0.7733333333333333,0.76
Acc_None_Int,94,0.7777777777777778,0.7777777777777778,0.7333333333333333,0.7777777777777778
Acc_None_Int,Average,0.5292573515269521,0.5645230490698886,0.5384377472003598,0.5548872685768922
Acc_None_Int,Std,0.1866228564140334,0.1968559271380653,0.20152351252757109,0.1897336698047793
