conversation_id,technique,iteration,participants,P_answer,p_match_rate,restaurant_brands,R_answer,r_match_rate,final_restaurant,F_answer,match_rate
9,ZS,1,A|B|C|D,A|B|C|D,1.0,Nihonbashi 1-1-1|おでんやden（おでんやでん）|北丸 新宿南口店 （きたまる）|博多串焼き・野菜巻き工房 渋谷宮益坂のごりょんさん|居酒屋 四谷 なごみ|牛たん酒場 たん之助 COMORE四谷店|純米酒専門YATA 新宿三丁目店（ヤタ）|赤から 新宿東口店|赤から 渋谷本店|赤から 赤坂TBS通り店|餃子専門店 藤井屋,Nihonbashi 1-1-1|おでんやden（おでんやでん）|北丸 新宿南口店 （きたまる）|博多串焼き・野菜巻き工房  渋谷宮益坂のごりょんさん|居酒屋 四谷 なごみ|牛たん酒場 たん之助 COMORE四谷店|純米酒専門YATA 新宿三丁目店（ヤタ）|赤から 新宿東口店|赤から 渋谷本店|赤から 赤坂TBS通り店|餃子専門店 藤井屋,0.9090909090909091,おでんやden（おでんやでん）,おでんやden（おでんやでん）,0.9090909090909091
9,ZS,2,A|B|C|D,A|B|C|D,1.0,Nihonbashi 1-1-1|おでんやden（おでんやでん）|北丸 新宿南口店 （きたまる）|博多串焼き・野菜巻き工房 渋谷宮益坂のごりょんさん|居酒屋 四谷 なごみ|牛たん酒場 たん之助 COMORE四谷店|純米酒専門YATA 新宿三丁目店（ヤタ）|赤から 新宿東口店|赤から 渋谷本店|赤から 赤坂TBS通り店|餃子専門店 藤井屋,Nihonbashi 1-1-1|おでんやden（おでんやでん）|北丸 新宿南口店 （きたまる）|博多串焼き・野菜巻き工房  渋谷宮益坂のごりょんさん|居酒屋 四谷 なごみ|牛たん酒場 たん之助 COMORE四谷店|純米酒専門YATA 新宿三丁目店（ヤタ）|赤から 新宿東口店|赤から 渋谷本店|赤から 赤坂TBS通り店|餃子専門店 藤井屋,0.9090909090909091,おでんやden（おでんやでん）,おでんやden（おでんやでん）,0.9090909090909091
9,ZS,3,A|B|C|D,A|B|C|D,1.0,Nihonbashi 1-1-1|おでんやden（おでんやでん）|北丸 新宿南口店 （きたまる）|博多串焼き・野菜巻き工房 渋谷宮益坂のごりょんさん|居酒屋 四谷 なごみ|牛たん酒場 たん之助 COMORE四谷店|純米酒専門YATA 新宿三丁目店（ヤタ）|赤から 新宿東口店|赤から 渋谷本店|赤から 赤坂TBS通り店|餃子専門店 藤井屋,Nihonbashi 1-1-1|おでんやden（おでんやでん）|北丸 新宿南口店 （きたまる）|博多串焼き・野菜巻き工房  渋谷宮益坂のごりょんさん|居酒屋 四谷 なごみ|牛たん酒場 たん之助 COMORE四谷店|純米酒専門YATA 新宿三丁目店（ヤタ）|赤から 新宿東口店|赤から 渋谷本店|赤から 赤坂TBS通り店|餃子専門店 藤井屋,0.9090909090909091,おでんやden（おでんやでん）,おでんやden（おでんやでん）,0.9090909090909091
9,ZS,4,A|B|C|D,A|B|C|D,1.0,Nihonbashi 1-1-1|おでんやden（おでんやでん）|北丸 新宿南口店 （きたまる）|博多串焼き・野菜巻き工房 渋谷宮益坂のごりょんさん|居酒屋 四谷 なごみ|牛たん酒場 たん之助 COMORE四谷店|純米酒専門YATA 新宿三丁目店（ヤタ）|赤から 新宿東口店|赤から 渋谷本店|赤から 赤坂TBS通り店|餃子専門店 藤井屋,Nihonbashi 1-1-1|おでんやden（おでんやでん）|北丸 新宿南口店 （きたまる）|博多串焼き・野菜巻き工房  渋谷宮益坂のごりょんさん|居酒屋 四谷 なごみ|牛たん酒場 たん之助 COMORE四谷店|純米酒専門YATA 新宿三丁目店（ヤタ）|赤から 新宿東口店|赤から 渋谷本店|赤から 赤坂TBS通り店|餃子専門店 藤井屋,0.9090909090909091,おでんやden（おでんやでん）,おでんやden（おでんやでん）,0.9090909090909091
9,ZS,5,A|B|C|D,A|B|C|D,1.0,Nihonbashi 1-1-1|おでんやden（おでんやでん）|北丸 新宿南口店 （きたまる）|博多串焼き・野菜巻き工房 渋谷宮益坂のごりょんさん|居酒屋 四谷 なごみ|牛たん酒場 たん之助 COMORE四谷店|純米酒専門YATA 新宿三丁目店（ヤタ）|赤から 新宿東口店|赤から 渋谷本店|赤から 赤坂TBS通り店|餃子専門店 藤井屋,Nihonbashi 1-1-1|おでんやden（おでんやでん）|北丸 新宿南口店 （きたまる）|博多串焼き・野菜巻き工房  渋谷宮益坂のごりょんさん|居酒屋 四谷 なごみ|牛たん酒場 たん之助 COMORE四谷店|純米酒専門YATA 新宿三丁目店（ヤタ）|赤から 新宿東口店|赤から 渋谷本店|赤から 赤坂TBS通り店|餃子専門店 藤井屋,0.9090909090909091,おでんやden（おでんやでん）,おでんやden（おでんやでん）,0.9090909090909091
67,ND,1,A|B|C|D,A|B|C|D,1.0,たまには焼肉 高円寺店|ニューヨック中野|豚とバラの日々,たまには焼肉 高円寺店|ニューヨック中野|豚とバラの日々,1.0,ニューヨック中野,ニューヨック中野,1.0
67,ND,2,A|B|C|D,A|B|C|D,1.0,たまには焼肉 高円寺店|ニューヨック中野|豚とバラの日々,たまには焼肉 高円寺店|ニューヨック中野|豚とバラの日々,1.0,ニューヨック中野,ニューヨック中野,1.0
67,ND,3,A|B|C|D,A|B|C|D,1.0,たまには焼肉 高円寺店|ニューヨック中野|豚とバラの日々,たまには焼肉 高円寺店|ニューヨック中野|豚とバラの日々,1.0,ニューヨック中野,ニューヨック中野,1.0
67,ND,4,A|B|C|D,A|B|C|D,1.0,たまには焼肉 高円寺店|ニューヨック中野|豚とバラの日々,たまには焼肉 高円寺店|ニューヨック中野|豚とバラの日々,1.0,ニューヨック中野,ニューヨック中野,1.0
67,ND,5,A|B|C|D,A|B|C|D,1.0,たまには焼肉 高円寺店|ニューヨック中野|豚とバラの日々,たまには焼肉 高円寺店|ニューヨック中野|豚とバラの日々,1.0,ニューヨック中野,ニューヨック中野,1.0
67,CoT,1,A|B|C|D,A|B|C|D,1.0,たまには焼肉 高円寺店|ニューヨック中野|豚とバラの日々,たまには焼肉 高円寺店|ニューヨック中野|豚とバラの日々,1.0,ニューヨック中野,ニューヨック中野,1.0
67,CoT,2,A|B|C|D,A|B|C|D,1.0,たまには焼肉 高円寺店|ニューヨック中野|豚とバラの日々,たまには焼肉 高円寺店|ニューヨック中野|豚とバラの日々,1.0,ニューヨック中野,ニューヨック中野,1.0
67,CoT,3,A|B|C|D,A|B|C|D,1.0,たまには焼肉 高円寺店|ニューヨック中野|豚とバラの日々,たまには焼肉 高円寺店|ニューヨック中野|豚とバラの日々,1.0,ニューヨック中野,ニューヨック中野,1.0
67,CoT,4,A|B|C|D,A|B|C|D,1.0,たまには焼肉 高円寺店|ニューヨック中野|豚とバラの日々,たまには焼肉 高円寺店|ニューヨック中野|豚とバラの日々,1.0,ニューヨック中野,ニューヨック中野,1.0
67,CoT,5,A|B|C|D,A|B|C|D,1.0,たまには焼肉 高円寺店|ニューヨック中野|豚とバラの日々,たまには焼肉 高円寺店|ニューヨック中野|豚とバラの日々,1.0,ニューヨック中野,ニューヨック中野,1.0
67,ZS,1,A|B|C|D,A|B|C|D,1.0,たまには焼肉 高円寺店|ニューヨック中野|豚とバラの日々,たまには焼肉 高円寺店|ニューヨック中野|豚とバラの日々,1.0,ニューヨック中野,ニューヨック中野,1.0
67,ZS,2,A|B|C|D,A|B|C|D,1.0,たまには焼肉 高円寺店|ニューヨック中野|豚とバラの日々,たまには焼肉 高円寺店|ニューヨック中野|豚とバラの日々,1.0,ニューヨック中野,ニューヨック中野,1.0
67,ZS,3,A|B|C|D,A|B|C|D,1.0,たまには焼肉 高円寺店|ニューヨック中野|豚とバラの日々,たまには焼肉 高円寺店|ニューヨック中野|豚とバラの日々,1.0,ニューヨック中野,ニューヨック中野,1.0
67,ZS,4,A|B|C|D,A|B|C|D,1.0,たまには焼肉 高円寺店|ニューヨック中野|豚とバラの日々,たまには焼肉 高円寺店|ニューヨック中野|豚とバラの日々,1.0,ニューヨック中野,ニューヨック中野,1.0
67,ZS,5,A|B|C|D,A|B|C|D,1.0,たまには焼肉 高円寺店|ニューヨック中野|豚とバラの日々,たまには焼肉 高円寺店|ニューヨック中野|豚とバラの日々,1.0,ニューヨック中野,ニューヨック中野,1.0
8,ND,1,A|B|C|D,A|B|C|D,1.0,た喜ち（takichi）|トンテジ 本郷店|ババ・ガンプ・シュリンプ 東京（BUBBA GUMP SHRIMP TOKYO）|大衆食堂ゆしまホール|炭火串焼 やき龍 本郷店（やきたつ）,た喜ち（takichi）|トンテジ 本郷店|ババ・ガンプ・シュリンプ 東京（BUBBA GUMP SHRIMP TOKYO）|大衆食堂ゆしまホール|炭火串焼 やき龍 本郷店（やきたつ）,1.0,トンテジ 本郷店,トンテジ 本郷店,1.0
8,ND,2,A|B|C|D,A|B|C|D,1.0,た喜ち（takichi）|トンテジ 本郷店|ババ・ガンプ・シュリンプ 東京（BUBBA GUMP SHRIMP TOKYO）|大衆食堂ゆしまホール|炭火串焼 やき龍 本郷店（やきたつ）,た喜ち（takichi）|トンテジ 本郷店|ババ・ガンプ・シュリンプ 東京（BUBBA GUMP SHRIMP TOKYO）|大衆食堂ゆしまホール|炭火串焼 やき龍 本郷店（やきたつ）,1.0,トンテジ 本郷店,トンテジ 本郷店,1.0
8,ND,3,A|B|C|D,A|B|C|D,1.0,た喜ち（takichi）|トンテジ 本郷店|ババ・ガンプ・シュリンプ 東京（BUBBA GUMP SHRIMP TOKYO）|大衆食堂ゆしまホール|炭火串焼 やき龍 本郷店（やきたつ）,た喜ち（takichi）|トンテジ 本郷店|ババ・ガンプ・シュリンプ 東京（BUBBA GUMP SHRIMP TOKYO）|大衆食堂ゆしまホール|炭火串焼 やき龍 本郷店（やきたつ）,1.0,トンテジ 本郷店,トンテジ 本郷店,1.0
8,ND,4,A|B|C|D,A|B|C|D,1.0,た喜ち（takichi）|トンテジ 本郷店|ババ・ガンプ・シュリンプ 東京（BUBBA GUMP SHRIMP TOKYO）|大衆食堂ゆしまホール|炭火串焼 やき龍 本郷店（やきたつ）,た喜ち（takichi）|トンテジ 本郷店|ババ・ガンプ・シュリンプ 東京（BUBBA GUMP SHRIMP TOKYO）|大衆食堂ゆしまホール|炭火串焼 やき龍 本郷店（やきたつ）,1.0,トンテジ 本郷店,トンテジ 本郷店,1.0
8,ND,5,A|B|C|D,A|B|C|D,1.0,た喜ち（takichi）|トンテジ 本郷店|ババ・ガンプ・シュリンプ 東京（BUBBA GUMP SHRIMP TOKYO）|大衆食堂ゆしまホール|炭火串焼 やき龍 本郷店（やきたつ）,た喜ち（takichi）|トンテジ 本郷店|ババ・ガンプ・シュリンプ 東京（BUBBA GUMP SHRIMP TOKYO）|大衆食堂ゆしまホール|炭火串焼 やき龍 本郷店（やきたつ）,1.0,トンテジ 本郷店,トンテジ 本郷店,1.0
8,CoT,1,A|B|C|D,A|B|C|D,1.0,た喜ち（takichi）|トンテジ 本郷店|ババ・ガンプ・シュリンプ 東京（BUBBA GUMP SHRIMP TOKYO）|大衆食堂ゆしまホール|炭火串焼 やき龍 本郷店（やきたつ）,た喜ち（takichi）|トンテジ 本郷店|ババ・ガンプ・シュリンプ 東京（BUBBA GUMP SHRIMP TOKYO）|大衆食堂ゆしまホール|炭火串焼 やき龍 本郷店（やきたつ）,1.0,トンテジ 本郷店,トンテジ 本郷店,1.0
8,CoT,2,A|B|C|D,A|B|C|D,1.0,た喜ち（takichi）|トンテジ 本郷店|ババ・ガンプ・シュリンプ 東京（BUBBA GUMP SHRIMP TOKYO）|大衆食堂ゆしまホール|炭火串焼 やき龍 本郷店（やきたつ）,た喜ち（takichi）|トンテジ 本郷店|ババ・ガンプ・シュリンプ 東京（BUBBA GUMP SHRIMP TOKYO）|大衆食堂ゆしまホール|炭火串焼 やき龍 本郷店（やきたつ）,1.0,トンテジ 本郷店,トンテジ 本郷店,1.0
8,CoT,3,A|B|C|D,A|B|C|D,1.0,た喜ち（takichi）|トンテジ 本郷店|ババ・ガンプ・シュリンプ 東京（BUBBA GUMP SHRIMP TOKYO）|大衆食堂ゆしまホール|炭火串焼 やき龍 本郷店（やきたつ）,た喜ち（takichi）|トンテジ 本郷店|ババ・ガンプ・シュリンプ 東京（BUBBA GUMP SHRIMP TOKYO）|大衆食堂ゆしまホール|炭火串焼 やき龍 本郷店（やきたつ）,1.0,トンテジ 本郷店,トンテジ 本郷店,1.0
8,CoT,4,A|B|C|D,A|B|C|D,1.0,た喜ち（takichi）|トンテジ 本郷店|ババ・ガンプ・シュリンプ 東京（BUBBA GUMP SHRIMP TOKYO）|大衆食堂ゆしまホール|炭火串焼 やき龍 本郷店（やきたつ）,た喜ち（takichi）|トンテジ 本郷店|ババ・ガンプ・シュリンプ 東京（BUBBA GUMP SHRIMP TOKYO）|大衆食堂ゆしまホール|炭火串焼 やき龍 本郷店（やきたつ）,1.0,トンテジ 本郷店,トンテジ 本郷店,1.0
8,CoT,5,A|B|C|D,A|B|C|D,1.0,た喜ち（takichi）|トンテジ 本郷店|ババ・ガンプ・シュリンプ 東京（BUBBA GUMP SHRIMP TOKYO）|大衆食堂ゆしまホール|炭火串焼 やき龍 本郷店（やきたつ）,た喜ち（takichi）|トンテジ 本郷店|ババ・ガンプ・シュリンプ 東京（BUBBA GUMP SHRIMP TOKYO）|大衆食堂ゆしまホール|炭火串焼 やき龍 本郷店（やきたつ）,1.0,トンテジ 本郷店,トンテジ 本郷店,1.0
8,ZS,1,A|B|C|D,A|B|C|D,1.0,た喜ち（takichi）|トンテジ 本郷店|ババ・ガンプ・シュリンプ 東京（BUBBA GUMP SHRIMP TOKYO）|大衆食堂ゆしまホール|炭火串焼 やき龍 本郷店（やきたつ）,た喜ち（takichi）|トンテジ 本郷店|ババ・ガンプ・シュリンプ 東京（BUBBA GUMP SHRIMP TOKYO）|大衆食堂ゆしまホール|炭火串焼 やき龍 本郷店（やきたつ）,1.0,トンテジ 本郷店,トンテジ 本郷店,1.0
8,ZS,2,A|B|C|D,A|B|C|D,1.0,た喜ち（takichi）|トンテジ 本郷店|ババ・ガンプ・シュリンプ 東京（BUBBA GUMP SHRIMP TOKYO）|大衆食堂ゆしまホール|炭火串焼 やき龍 本郷店（やきたつ）,た喜ち（takichi）|トンテジ 本郷店|ババ・ガンプ・シュリンプ 東京（BUBBA GUMP SHRIMP TOKYO）|大衆食堂ゆしまホール|炭火串焼 やき龍 本郷店（やきたつ）,1.0,トンテジ 本郷店,トンテジ 本郷店,1.0
8,ZS,3,A|B|C|D,A|B|C|D,1.0,た喜ち（takichi）|トンテジ 本郷店|ババ・ガンプ・シュリンプ 東京（BUBBA GUMP SHRIMP TOKYO）|大衆食堂ゆしまホール|炭火串焼 やき龍 本郷店（やきたつ）,た喜ち（takichi）|トンテジ 本郷店|ババ・ガンプ・シュリンプ 東京（BUBBA GUMP SHRIMP TOKYO）|大衆食堂ゆしまホール|炭火串焼 やき龍 本郷店（やきたつ）,1.0,トンテジ 本郷店,トンテジ 本郷店,1.0
8,ZS,4,A|B|C|D,A|B|C|D,1.0,た喜ち（takichi）|トンテジ 本郷店|ババ・ガンプ・シュリンプ 東京（BUBBA GUMP SHRIMP TOKYO）|大衆食堂ゆしまホール|炭火串焼 やき龍 本郷店（やきたつ）,た喜ち（takichi）|トンテジ 本郷店|ババ・ガンプ・シュリンプ 東京（BUBBA GUMP SHRIMP TOKYO）|大衆食堂ゆしまホール|炭火串焼 やき龍 本郷店（やきたつ）,1.0,トンテジ 本郷店,トンテジ 本郷店,1.0
8,ZS,5,A|B|C|D,A|B|C|D,1.0,た喜ち（takichi）|トンテジ 本郷店|ババ・ガンプ・シュリンプ 東京（BUBBA GUMP SHRIMP TOKYO）|大衆食堂ゆしまホール|炭火串焼 やき龍 本郷店（やきたつ）,た喜ち（takichi）|トンテジ 本郷店|ババ・ガンプ・シュリンプ 東京（BUBBA GUMP SHRIMP TOKYO）|大衆食堂ゆしまホール|炭火串焼 やき龍 本郷店（やきたつ）,1.0,トンテジ 本郷店,トンテジ 本郷店,1.0
49,ND,1,A|B|C,A|B|C,1.0,ウダガワ 成ル|串若丸 本店（くしわかまる）|牛角 渋谷店（ギュウカク）,ウダガワ 成ル|串若丸 本店（くしわかまる）|牛角 渋谷店（ギュウカク）,1.0,串若丸 本店（くしわかまる）,串若丸 本店（くしわかまる）,1.0
49,ND,2,A|B|C,A|B|C,1.0,ウダガワ 成ル|串若丸 本店（くしわかまる）|牛角 渋谷店（ギュウカク）,ウダガワ 成ル|串若丸 本店（くしわかまる）|牛角 渋谷店（ギュウカク）,1.0,串若丸 本店（くしわかまる）,串若丸 本店（くしわかまる）,1.0
49,ND,3,A|B|C,A|B|C,1.0,ウダガワ 成ル|串若丸 本店（くしわかまる）|牛角 渋谷店（ギュウカク）,ウダガワ 成ル|串若丸 本店（くしわかまる）|牛角 渋谷店（ギュウカク）,1.0,串若丸 本店（くしわかまる）,串若丸 本店（くしわかまる）,1.0
49,ND,4,A|B|C,A|B|C,1.0,ウダガワ 成ル|串若丸 本店（くしわかまる）|牛角 渋谷店（ギュウカク）,ウダガワ 成ル|串若丸 本店（くしわかまる）|牛角 渋谷店（ギュウカク）,1.0,串若丸 本店（くしわかまる）,串若丸 本店（くしわかまる）,1.0
49,ND,5,A|B|C,A|B|C,1.0,ウダガワ 成ル|串若丸 本店（くしわかまる）|牛角 渋谷店（ギュウカク）,ウダガワ 成ル|串若丸 本店（くしわかまる）|牛角 渋谷店（ギュウカク）,1.0,串若丸 本店（くしわかまる）,串若丸 本店（くしわかまる）,1.0
49,CoT,1,A|B|C,A|B|C,1.0,ウダガワ 成ル|串若丸 本店（くしわかまる）|牛角 渋谷店（ギュウカク）,ウダガワ 成ル|串若丸 本店（くしわかまる）|牛角 渋谷店（ギュウカク）,1.0,串若丸 本店（くしわかまる）,串若丸 本店（くしわかまる）,1.0
49,CoT,2,A|B|C,A|B|C,1.0,ウダガワ 成ル|串若丸 本店（くしわかまる）|牛角 渋谷店（ギュウカク）,ウダガワ 成ル|串若丸 本店（くしわかまる）|牛角 渋谷店（ギュウカク）,1.0,串若丸 本店（くしわかまる）,串若丸 本店（くしわかまる）,1.0
49,CoT,3,A|B|C,A|B|C,1.0,ウダガワ 成ル|串若丸 本店（くしわかまる）|牛角 渋谷店（ギュウカク）,ウダガワ 成ル|串若丸 本店（くしわかまる）|牛角 渋谷店（ギュウカク）,1.0,串若丸 本店（くしわかまる）,串若丸 本店（くしわかまる）,1.0
49,CoT,4,A|B|C,A|B|C,1.0,ウダガワ 成ル|串若丸 本店（くしわかまる）|牛角 渋谷店（ギュウカク）,ウダガワ 成ル|串若丸 本店（くしわかまる）|牛角 渋谷店（ギュウカク）,1.0,串若丸 本店（くしわかまる）,串若丸 本店（くしわかまる）,1.0
